STATION	NAME	DATE	AWND	SNOW	TAVG	TMAX	TMIN
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-04		1.7	46.9	56.4	37.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-05		0	56.8	64.8	48.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-06		0	68.2	77.9	58.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-07		0	72.5	81.1	64
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-08		0	71.6	80.4	62.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-09		0	68.5	75	62
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-10		0			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-11		0.4			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1971-12		1.9			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-01		1.9			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-02		11.5			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-03		6.4			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-04		0			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-05		0	59.7	68.1	51.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-06		0			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-07		0	73.3	79.4	67.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-08		0	70.8	78.2	63.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-09		0	65.6	73	58.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-10		0.3			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-11		0.3	42.2	47.4	36.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	1972-12		0.6	34.9	40.4	29.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-01		4.2	31.9	40.4	23.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-03		0	43.8	51	36.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-04		0.3	50	57.2	42.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-06		0	68.9	75.2	62.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-07		0	72.6	79.5	65.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-08		0	73.8	80.3	67.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-09		0	64.9	73.3	56.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-10		0	56.6	66.1	47.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-11		0	45.6	53.4	37.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1973-12		1.3	38.3	46.7	30
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-01		15.4	32.8	40.8	24.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-03		4.2	39.8	48.4	31.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-04		0.2	50.1	59.4	40.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-05		0	55.9	64.5	47.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-06		0	66.5	75.4	57.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-07		0	73.1	81.9	64.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-08		0	73.1	81.3	64.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-09		0	64.9	72.8	57
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-10		0	52.6	62.3	43
USW00014758	"NEW HAVEN TWEED AIRPORT"	1974-12		1.1	36.9	43.6	30.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-01		2.8	35.2	41.9	28.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-02		12.1	32.8	39.4	26.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-03		1.6	38.1	45.9	30.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-04		0.1	44.2	52.6	35.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-05		0	59.8	68.6	51
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-06		0	67	74.5	59.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-07		0	74.1	81.7	66.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-08		0	71.5	80.1	63
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-09		0	62	69.8	54.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-10		0	55.9	64.3	47.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-11		0.1	49.5	58	41.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1975-12		8.7	33.5	41	26.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-01		15.5	25.6	33.3	17.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-02		4.9	35.9	45.6	26.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-03		5.8	39.6	47.4	31.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-04		0	53.4	63.8	43
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-05		0	59.3	67.9	50.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-06		0	71.3	79.6	63.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-07		0	73.7	81.7	65.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-08		0	72.3	80.3	64.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-09		0	64	72.9	55
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-10		0	51.5	58.7	44.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-11		0.3			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1976-12		7.2	28.2	35.9	20.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-01		13.3	21.8	29.4	14.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-02		10.1	33.5	40.4	26.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-03		5	43.6	52	35.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-04		0	49.4	59.3	39.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-05		0	59.8	69.8	49.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-06		0			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-07		0			
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-08		0	75.5	83.3	67.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-09		0	68.2	75.7	60.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	1977-10		0	55.7	63.4	48
USW00014758	"NEW HAVEN TWEED AIRPORT"	2001-11	6.7		47.2	56.6	37.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2001-12	6.7		39.5	47.7	31.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-01	6.5		36	43.3	28.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-02	7.4		35.7	45.5	26
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-03	8.1		39.8	48.6	31.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-04	7.6		50.7	59.8	41.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-05	7.2		55.8	64.9	46.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-06	6.3		66.3	75.5	57.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-07	5.8		73.7	82.8	64.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-08	6		72.9	82.4	63.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-09	6.7		66.3	75.3	57.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-10	7.6		52.2	60.6	43.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-11	8.1		41.8	49.6	34.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2002-12	8.3		34.2	40.4	28
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-01	8.9		25.3	31.5	19.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-02	8.1		26.1	32.9	19.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-03	7.2		37.3	46.9	27.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-04	8.7		45.2	53.7	36.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-05	6.7		54.7	62.7	46.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-06	5.6		64.8	72.2	57.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-07	5.4		71.7	79.9	63.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-08	5.6		74	81.1	66.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-09	7.4		65.2	73	57.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-10	7.2		51.8	60.7	42.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-11	7.4		46.1	54.5	37.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2003-12	8.9		34.7	41.7	27.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-01	8.5		21.5	28.7	14.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-02	7.6		31	39.6	22.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-03	7.8		38.9	46.4	31.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-04	7.8		48.4	56.9	39.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-05	6.3		58.7	67.8	49.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-06	5.6		66.1	75.3	56.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-07	5.8				
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-08	5.8			77.6	
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-09	6.7		65.4	74	56.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-10	7.4		52.9	61.2	44.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-11	7.4		43.9	53.2	34.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2004-12	8.1		33.3	41.7	25
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-01	8.3		26.5	33.9	19.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-02	7.6		30.4	39.6	21.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-03	7.6		33.8	42.2	25.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-04	7.6		49.2	59.4	39
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-05	7.6		54.2	63.2	45.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-06	5.6		69.1	77.2	61
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-07	5.8		73.1	81.3	64.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-08	5.6		75	83	67
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-09	6.3		67.6	78	57.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-10	8.1		54.9	62.6	47.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-11	6.9		45.3	55.3	35.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2005-12	7.4		32.5	39.2	25.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-01	7.4		35.4	43.3	27.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-02	8.3		31.6	39.5	23.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-03	7.8		38.7	47.7	29.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-04	7.6		49	60	38
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-05	8.3		58.1	66.4	49.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-06	6		67.7	74.9	60.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-07	5.1		74.7	82.9	66.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-08	6.3		71.5	79.9	63.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-09	6.3		63.2	71.9	54.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-10	7.2		52.9	62.3	43.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-11	6.9		48	55.7	40.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2006-12	7.6		40.5	48.1	32.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-01	7.8		34.2	41.1	27.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-02	8.7		26.9	33.4	20.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-03	7.4		36.5	45.9	27.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-04	8.5		46.5	54.8	38.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-05	6.7		59.4	70	48.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-06	6.3		67.5	76.5	58.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-07	5.8		71.7	80.4	63
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-08	5.8		71.6	80.1	63.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-09	6.3		66	75.7	56.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-10	6.5		60	68.2	51.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-11	7.4		42.6	51.3	33.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2007-12	7.4		33.6	41.2	26
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-01	6.9		32.5	40.6	24.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-02	7.8		32.3	40.5	24.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-03	8.7		39.2	47.2	31.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-04	7.4		50.1	59.6	40.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-05	7.6		57.1	66.2	48.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-06	5.6		70.8	79.5	62
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-07	5.6		75.8	83.4	68.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-08	5.6		71.3	80.2	62.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-09	6.9		67.2	75.4	59
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-10	6.7		53.4	63.3	43.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-11	7.6		44.4	51.9	36.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2008-12	8.3		36.1	44	28.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-01	7.2		25.7	33.6	17.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-02	8.3		34.1	42.3	25.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-03	7.8		38.5	46.8	30.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-04	7.6		50.8	59.5	42
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-05	5.6		59.2	67.1	51.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-06	5.4		66.5	73.3	59.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-07	4.9		72.2	80.4	64.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-08	4.9		74.8	82	67.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-09	6		64.4	73.6	55.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-10	6.7		53	61.4	44.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-11	7.2		49.2	56.7	41.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2009-12	8.1		34.6	41.6	27.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-01	7.4		30.6	37.8	23.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-02	7.8		33.7	39.6	27.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-03	8.9		45.6	54.4	36.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-04	6		53.2	63.5	42.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-05	5.8		61.6	71.9	51.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-06	4.9		71	79.7	62.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-07	4.9		77.3	86.6	67.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-08	6		74.7	83.2	66.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-09	6.7		68.9	77.3	60.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-10	6.7		55.9	64.4	47.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-11	7.2		44.9	53.7	36.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2010-12	8.7		31.9	38.3	25.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-01	5.8		27.1	34.5	19.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-02	7.2		31.8	41.9	21.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-03	8.3		39.7	47.9	31.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-04	7.2		50	57.8	42.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-05	6.5		61.2	69.4	53.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-06	5.1		68.7	77.1	60.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-07	4.7		76.4	85.4	67.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-08	5.6		73.6	81.4	65.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-09	6.3		69.1	76.1	62.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-10	6.7		55.9	64.3	47.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-11	5.8		49	57.1	40.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2011-12	5.8		40.1	49.1	31.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-01	7.6		35.3	43.3	27.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-02	6		37.3	45.9	28.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-03	6.5		46.8	54.8	38.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-04	7.2		52.1	61.8	42.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-05	5.1		62.2	69.5	54.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-06	5.6		69.2	77.7	60.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-07	4.7		76.6	85	68.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-08	4.5		74.7	83.3	66.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-09	6.3		66.2	75.1	57.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-10	5.6		58	65.4	50.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-11	7.4		43	51.1	34.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2012-12	6.9		39.8	46.4	33.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-01	6.5		33.3	40.8	25.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-02	7.8		32.1	38.6	25.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-03	8.5		39.6	46.5	32.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-04	7.8		49.6	58.7	40.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-05	5.4		59.2	68.8	49.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-06	6		69.7	78.2	61.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-07	5.4		78.6	86	71.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-08	5.1		71.5	79.7	63.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-09	5.6		64	73.9	54.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-10	5.6		55.8	65.9	45.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-11	7.6		43	51.6	34.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2013-12	6.3		34.2	41.3	27.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-01	7.2		27.4	35.3	19.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-02	6.5		28.1	36.1	20.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-03	7.8		33.6	42.4	24.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-04	7.8		47.5	56.7	38.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-05	6.3		60	68.7	51.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-06	5.4		69.1	78.2	60.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-07	5.6		75.1	83	67.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-08	5.8		72.2	81.4	63.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-09	6.5		67.5	76.7	58.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-10	7.8		58	66.2	49.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-11	7.6		44.5	52.5	36.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2014-12	8.1		39.9	46.1	33.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-01	8.9		28.5	36	21
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-02	8.5		19.1	28.7	9.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-03	6.7		33.1	41	25.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-04	7.4		47.6	57.5	37.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-05	6		61.1	71.3	50.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-06	6.5		66.3	74.3	58.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-07	5.6		73.8	82	65.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-08	6		73.9	82.6	65.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-09	6.5		69.1	79.3	58.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-10	7.4		53	62.9	43.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-11	6.5		47.3	56.4	38.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2015-12	6.3		45.2	52.5	38
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-01	8.3		31.9	40.3	23.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-02	8.5		33.3	42.3	24.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-03	8.1		42.8	51.3	34.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-04	7.8		47.2	56.8	37.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-05	6.3		58	66.9	49.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-06	6.5		67.7	76.8	58.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-07	5.8		74.8	83.7	65.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-08	6.3		75.5	84.3	66.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-09	7.6		67.8	76.8	58.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-10	7.2		55.3	64.6	46
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-11	6.7		45.3	54.5	36.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2016-12	6.9		35.3	42.7	27.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-01	7.4		34.2	40.6	27.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-02	7.4		35.9	44	27.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-03	9.4		34.9	42.6	27.2
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-04	7.6		51.6	60.3	42.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-05	7.6		57	64.6	49.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-06	6.5		67.3	76.4	58.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-07	6		73	81.2	64.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-08	5.6		71.3	80	62.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-09	7.4		68.2	76.8	59.6
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-10	7.4		61.1	70.3	51.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-11	7.6		43.7	53.2	34.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2017-12	7.4		32.5	38.6	26.4
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-01	7.8		28.7	36.7	20.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-02	6.3		38	46.2	29.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-03	9.8		39.1	45.9	32.3
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-04	7.6		45.6	54.2	36.9
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-05	6		62	71.2	52.8
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-06	6.3		67.9	76.8	59
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-07	6.5		75.6	84	67.1
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-08	6.3		77.2	84.7	69.7
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-09	6.9		69.3	76.2	62.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-10	7.4		56.3	64.2	48.5
USW00014758	"NEW HAVEN TWEED AIRPORT"	2018-11	8.3		44.5	51.2	37.9